final_text,Sentiment,label
aspocomp large factory china factory building project india halted due financing problem,negative,0
shire see baxalta deal closing expected new rule,positive,2
london stock exchange â deutsche boerse merger threat brexit,negative,0
update 3bp settle oil spillrelated claim halliburton transocean,negative,0
standard chartered lag capital worry,negative,0
marimekko group 's fullyear net sale estimated increase 10 %,positive,2
share bae system hit 10month high rating upgrade,positive,2
$ gmcr way acting may fall 65 today horrible action since hit 70 yesterday,negative,0
23 april 2010 finnish construction engineering company outotec oyj hel ote1v said today slipped net loss eur7 3 first quarter 2010 net profit eur12 5 corresponding period last year,negative,0
company confirmed estimate lower revenue whole 2009 yearago eur93 9 given interim report 5 august 2009,negative,0
inspects company strategic strength weakness,neutral,1
donation granted aalto university university helsinki tampere turku eastern finland jyvñskylñ oulu vaasa polytechnic announced later,neutral,1
pilot project proved rifd technology ideal purpose `` comment olli saarinen material handling supervisor yara,positive,2
coker crane supplied tesoro corporation 's golden eagle refinery martinez california similar crane delivered bp 's castell refinery spain,neutral,1
third quarter fiscal 2008 efore swung net loss eur 400000 versus net profit eur 200000 corresponding period fiscal 2007,negative,0
result started negotiation bank provisional amendment concerning covenant credit term,neutral,1
look $ amzn 600,positive,2
nokia multimedia 's net sale totaled eur 57 bn 45 % corresponding period 2005,positive,2
repurchase shall decrease distributable capital reserve,neutral,1
2008 deal likely bring saving eur 20mn25mn,positive,2
cdp established initiative institutional investor however annually published result also interest increasing number customer interest group reporting company,neutral,1
lemminkñinen started manufacture roofing felt 1920 production asphalt 1930s,neutral,1
technik still smaller $ gild po tender cash due volatility reluctant keep many big position,positive,2
tekla 's defense business employ 20 person located espoo finland,neutral,1
company said result third quarter include nonrecurring item,neutral,1
shell 's $ 70 billion bg deal meet shareholder skepticism,negative,0
operating result excluding oneoff item totaled eur 91 mn compared eur 106 mn continuing operation excluding oneoff item 2004,negative,0
$ gale breakout coming soon,positive,2
jñrvisuomen portti also planning reduce use sodium nitrite,neutral,1
$ fb rejecting high shortableat 109,negative,0
nasdboy think dnf crew get $ nflx short next 30 day heading earnings,negative,0
value order around eur 100 million,neutral,1
group reiterated forecast handset manufacturer sell around 915 mln unit year globally,neutral,1
finnish kci konecranes raised net sale growth estimate 2006 25 % 35 %,positive,2
german commerzbank ag 's hamburg branch u jp morgan nyse jpm participated arranger dutch ing am inga coarranger,neutral,1
tullow oil suspends dividend amid oil price fall,negative,0
reporting accordance merged business operation start january 1 2011,neutral,1
2009 net profit eur 3 million company paid dividend eur 130 apiece,neutral,1
finnish electronics contract manufacturer scanfil report net sale eur 589 mn second quarter 2007 eur 624 mn year earlier,negative,0
pharmaceutical market netherlands global research data service published recently market analysis pharmaceutical market netherlands,neutral,1
tesla motor recall 2700 model x suv $ tsla httpstcof55dx4aegi,negative,0
frost sold share $ 19 million $ 6067 12 per share compared friday 's high $ 1133 low $ 1014,negative,0
72 % evraz group share owned lanebrook whose beneficiary one hand millhouse holding company asset billionaire roman abramovich business partner 50 % evraz executive alexander abramov alexander frolov 50 %,neutral,1
$ aapl weekly still 50 moving average creating lower high httpstcovt7ppzy2uy,negative,0
hsbc appoints business leader board,positive,2
operating profit net sale 12month period increased respectively eur21 5 eur196 1 compared 2005,positive,2
basware connectivity service allow company handle purchase pay process online make internal process efficient `` said ceo ilkka sihvo basware corporation,positive,2
$ adbe technical alert expansion breakout gilligan 's island sell setup volume surge new 52 httpstcolxx66tknfh,positive,2
addition cramo peab signed exclusive fiveyear rental agreement finland extended existing rental agreement swedish market another five year,positive,2
world 's second largest stainless steel maker said net profit threemonth period dec 31 surged euro603 million u $ 781 million euro3 33 u $ 431 per share euro172 million euro0 94 per share previous year,positive,2
period 's sale dropped eur 306 million eur 383 million according interim report released today,negative,0
news corp 's myspacecom web site display submission expanded broadband emmy award part effort identify aspiring video artist,neutral,1
company said production volume far indicate circuit capable targeted output rate 60000 tonne per day 22 million tonne year,neutral,1
revenue business reached nok 12 million 2008,neutral,1
respondent praised finnair 's reliability finnishness understanding target group,positive,2
adp news feb 4 2009 finnish broadband data communication system solution company teleste oyj hel tlt1v said today net profit decreased eur 55 million usd 72 2008 eur 94 million 200,neutral,1
however rapidly increasing cost strengthening euro challenging whole industry impacted result ``,negative,0
company disclose price acquisition,neutral,1
operating profit half 08 09 glisten invested brand management team,negative,0
$ aapl key breakout 460 solid volume else 's trade,positive,2
companiesab inbev signal wo n't go hostile sabmiller,positive,2
company said fall turnover planned,negative,0
$ rcon upside today thing severe low float catalyst guy run,positive,2
cencorp 's net sale first quarter estimated eur091 2 compared eur4 5 first quarter 2008,negative,0
total 1800000 stock option issued 2003 stock option scheme,neutral,1
aspocomp repaid interest bearing liability standard chartered bank use rest consideration partially repay interest bearing liability finland improve liquidity,positive,2
$ esi low $ 150 $ 250 bk real possibility,negative,0
$ tsla recall,negative,0
$ tsla see downside next two week careful 20 dollar drop potential v 10 moved,negative,0
seminar memorandum understanding cooperation signed finnish kemira company vietnam national chemical corporation,positive,2
operating profit totaled eur 55 mn eur 07 mn,positive,2
$ rsol bought 3500 share today,positive,2
30 november 2009 finnish office furniture maker martela oyj hel mara said today make redundant three people nine laid permanently company 's office staff factory worker,negative,0
tesla model delivery 35 % germany record delivery march chart httpstcoycnclcbimv $ tsla,positive,2
amer sport company develop manufacture technically advanced product improve performance active sport participant,neutral,1
company 20000 sq office commercial building substantial amount building right new shopping center liljeholmen stockholm,neutral,1
expense ratio 1026 % compared 929 % corresponding period 2005,neutral,1
scanfil also issued profit warning,negative,0
costco premier retail dividend play httpstcofa5cnh2t0t $ cost,positive,2
$ amrn many time find top bottom short start rejoicing bull start rejoicing currently short rejoicing,negative,0
hard find new buyer $ tsla 250 short continue pile,negative,0
