final_text,Sentiment
incap corporation stock exchange announcement 29 april 2010 1 pm invitation news conference incap 's interim report q12010 incap publish interim report januarymarch 2010 wednesday 5 may 2010,neutral
two site included later,neutral
spring 2006 total 386530 stock option 2002 b annulled,neutral
launch plant june went well producing advanced fuel couple week,positive
joerazorback time think $ aapl miss generally speaking market near top everyone think market go,negative
nyse owner ice considers offer lse,positive
adpnews jul 17 2009 finlandbased steel maker rautaruukki oyj ruukki hel rtrks said today slipped net loss eur 184 million usd 2597 first half 2009 net profit eur 2,negative
's issue thief stealing building site `` said mr smith,neutral
necessary strengthen company 's operation however,neutral
le lay succeeds walter gnter based finland,neutral
espn file lawsuit verizon httpstkscoi2cj1 $ vz,negative
profit tax amounted eur 565 mn eur 2329 mn year ago,neutral
bavaria industriekapital ag 's 2006 revenue eur 333 million ebitda eur 51 million,neutral
price specified completion date,neutral
ethanol would made barley production could start 2008,neutral
sale finland decreased 20 % international sale decreased 93 % term euro 151 % term local currency,negative
expansion aim attract new customer finland abroad,positive
order consists capacity expansion maintenance service new charging functionality company said,neutral
layoff talk first announced august,neutral
$ vxx starting creep $ spy sits near hod,positive
lifted veil various type customer design phone result social stereotyping taken fine art,neutral
implementing software finnish army aim unify improve operation application area qpr software stated,positive
year personal entertainment play significant role determining whether fitness facility 's workout experience pleasurable chore `` said brian wilson director marketing precor 's entertainment service division,neutral
$ wac trade continuing nicely yesterday almost $ 3 yesterday entry deal pricing tonight looking strong $ spy,positive
finlandbased company lñnnen tehtaat raisio decided dissolve joint venture company zao scandic feed established start local animal feed business feed production northwest russia,neutral
1 april 2011 finnish machinery rental company ramirent oyj hel rmr1v said today acquired asset sector player stavebni doprava mechanizace sdm czech republic undisclosed sum,neutral
according capman plc 's corporate governance majority committee ' member shall independent company,neutral
airline estimated cancellation flight due closure european airspace process recommencing traffic caused company loss eur20m including cost stranded passenger ' accommodation,negative
$ bac $ adsk $ nflx long morning,positive
financial statement include consolidated financial statement group board director ' report auditor ' report corporate governance statement,neutral
company involved sale financial product including insurance mortgage car personal loan financial brokerage equipment finance leasing,neutral
broker initiated palfinger ag konecranes oyj buy ' recommendation 51 42 eur price target respectively,positive
important export market norway germany russia france,neutral
januaryseptember 2007 operating profit totaled eur 205 mn,neutral
previously eb delivered custom solution lg electronics making commercially available mobile terminal vendor well wireless operator,positive
tekla group 's net sale 2005 approximately 38 million euro,neutral
time market automated liquid handling device already larger pipette according biohit,neutral
okmetic revised 2010 financial outlook based order book,neutral
bond maturity five year part bank 's domestic bond program,neutral
fourth quarter 2008 net sale decreased eur 1214 mn eur 1655 mn fourth quarter 2007,negative
online ice chart show ice area estonia 's sea port coast gulf finland,neutral
money spent strengthening company 's competitiveness sphere sawmill product increasing volume wood delivered processing russia `` release say,positive
liquid handling segment offer laboratory equipment accessory including mechanical electronic pipette disposable tip used research institution university hospital well pharmaceutical food industry biohit brand,neutral
delighted welcome elisa board director `` said garry mcguire ceo rmg network,positive
ab inbev offer sabmiller $ 3 billion breakup fee,positive
synergy benefit start materialise second quarter,positive
pioneer library system one 127 library municipality art culture higher education science organization awarded grant participate big read largest federal reading program u history,positive
conagra name former hillshire farm ceo connolly top post,positive
finnish department store group stockmann planning acquire eur 141mn directed issue right offering,neutral
city invite however public procurement tender tailormade public furniture park bench litter receptacle public toilet well bus shelter street light,neutral
decision resolve meego stronger `` continued,positive
according olvi company already negotiating new agreement,neutral
provides summary medical equipment pipeline product company developing,neutral
tallink silja attribute significant drop problem booking system taken operation october sale trailer ferry sky wind ' route stockholm riga passenger helsinkistockholm route,neutral
